query,intent,entities
I want to book a ECG for morning September 2nd,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'morning', 'DATE': 'September 2nd'}"
Retrieve my X-ray report from April 10th,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'April 10th'}"
I want to book a X-ray for  September 2nd,book_test,"{'TEST_TYPE': 'X-ray', 'DATE': 'September 2nd'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Can I drink coffee before an ultrasound?,medical_query,{}
I want to book a ECG for afternoon,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'afternoon'}"
I want to book a CT scan for afternoon June 21st,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'afternoon', 'DATE': 'June 21st'}"
I want to book a ECG for,book_test,{'TEST_TYPE': 'ECG'}
Do I need to avoid metal objects for an MRI?,medical_query,{}
Cancel my  appointment for morning,cancel_test,{'TIME': 'morning'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I want to book a cholesterol test for night,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'night'}"
Cancel my thyroid test appointment for morning March 5th,cancel_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'morning', 'DATE': 'March 5th'}"
Can I take my medications before an ECG?,medical_query,{}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a thyroid test for  September 2nd,book_test,"{'TEST_TYPE': 'thyroid test', 'DATE': 'September 2nd'}"
Do I need to avoid metal objects for an MRI?,medical_query,{}
I want to book a ECG for afternoon July 15th,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'afternoon', 'DATE': 'July 15th'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
What should I wear for an X-ray?,medical_query,{}
Cancel my  appointment for next week April 10th,cancel_test,"{'TIME': 'next week', 'DATE': 'April 10th'}"
Can I take my medications before an ECG?,medical_query,{}
Cancel my cholesterol test appointment for morning March 5th,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'morning', 'DATE': 'March 5th'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Retrieve my discharge summary from,retrieve_document,{'DOCUMENT_TYPE': 'discharge summary'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Should I fast before my blood test?,medical_query,{}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my X-ray report from September 2nd,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'September 2nd'}"
Cancel my ECG appointment for next week April 10th,cancel_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next week', 'DATE': 'April 10th'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Retrieve my prescription from April 10th,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'April 10th'}"
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I want to book a cholesterol test for in two days September 2nd,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'in two days', 'DATE': 'September 2nd'}"
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Cancel my CT scan appointment for  August 30th,cancel_test,"{'TEST_TYPE': 'CT scan', 'DATE': 'August 30th'}"
Cancel my ECG appointment for afternoon June 21st,cancel_test,"{'TEST_TYPE': 'ECG', 'TIME': 'afternoon', 'DATE': 'June 21st'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
I want to book a thyroid test for evening,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'evening'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
Is it safe to eat before a cholesterol test?,medical_query,{}
I want to book a thyroid test for in two days,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'in two days'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Can I drink coffee before an ultrasound?,medical_query,{}
Retrieve my blood test results from September 2nd,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'September 2nd'}"
Cancel my X-ray appointment for next month August 30th,cancel_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month', 'DATE': 'August 30th'}"
Cancel my  appointment for  March 5th,cancel_test,{'DATE': 'March 5th'}
Cancel my ultrasound appointment for morning March 5th,cancel_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'morning', 'DATE': 'March 5th'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Retrieve my blood test results from April 10th,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'April 10th'}"
Retrieve my prescription from,retrieve_document,{'DOCUMENT_TYPE': 'prescription'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I want to book a blood test for night April 10th,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'night', 'DATE': 'April 10th'}"
How long does a CT scan take?,medical_query,{}
Cancel my X-ray appointment for night July 15th,cancel_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'night', 'DATE': 'July 15th'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Cancel my  appointment for next month,cancel_test,{'TIME': 'next month'}
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
Do I need to avoid metal objects for an MRI?,medical_query,{}
Cancel my  appointment for,cancel_test,{}
Cancel my  appointment for  March 5th,cancel_test,{'DATE': 'March 5th'}
I want to book a thyroid test for in two days August 30th,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'in two days', 'DATE': 'August 30th'}"
I want to book a MRI for morning,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'morning'}"
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a MRI for evening August 30th,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'evening', 'DATE': 'August 30th'}"
Cancel my CT scan appointment for next month April 10th,cancel_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next month', 'DATE': 'April 10th'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I want to book a X-ray for  June 21st,book_test,"{'TEST_TYPE': 'X-ray', 'DATE': 'June 21st'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
Retrieve my blood test results from March 5th,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'March 5th'}"
Is an ultrasound painful?,medical_query,{}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Can I drink coffee before an ultrasound?,medical_query,{}
Retrieve my prescription from,retrieve_document,{'DOCUMENT_TYPE': 'prescription'}
Can I drink coffee before an ultrasound?,medical_query,{}
I want to book a ECG for evening September 2nd,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'evening', 'DATE': 'September 2nd'}"
I want to book a cholesterol test for next week March 5th,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'next week', 'DATE': 'March 5th'}"
Retrieve my MRI scan from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'August 30th'}"
I want to book a CT scan for afternoon September 2nd,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'afternoon', 'DATE': 'September 2nd'}"
I want to book a CT scan for  March 5th,book_test,"{'TEST_TYPE': 'CT scan', 'DATE': 'March 5th'}"
Cancel my  appointment for  March 5th,cancel_test,{'DATE': 'March 5th'}
Retrieve my X-ray report from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'August 30th'}"
Retrieve my prescription from March 5th,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'March 5th'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Retrieve my X-ray report from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'August 30th'}"
Is an ultrasound painful?,medical_query,{}
Cancel my ultrasound appointment for in two days September 2nd,cancel_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'in two days', 'DATE': 'September 2nd'}"
I want to book a thyroid test for morning June 21st,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'morning', 'DATE': 'June 21st'}"
I want to book a CT scan for afternoon August 30th,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'afternoon', 'DATE': 'August 30th'}"
Retrieve my prescription from,retrieve_document,{'DOCUMENT_TYPE': 'prescription'}
I want to book a ECG for next month March 5th,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month', 'DATE': 'March 5th'}"
Cancel my  appointment for tomorrow July 15th,cancel_test,"{'TIME': 'tomorrow', 'DATE': 'July 15th'}"
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a CT scan for next week June 21st,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next week', 'DATE': 'June 21st'}"
Can I drink coffee before an ultrasound?,medical_query,{}
Cancel my CT scan appointment for  June 21st,cancel_test,"{'TEST_TYPE': 'CT scan', 'DATE': 'June 21st'}"
Should I fast before my blood test?,medical_query,{}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
How long does a CT scan take?,medical_query,{}
Can I take my medications before an ECG?,medical_query,{}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
Is it safe to eat before a cholesterol test?,medical_query,{}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Is an ultrasound painful?,medical_query,{}
Retrieve my prescription from,retrieve_document,{'DOCUMENT_TYPE': 'prescription'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Can I take my medications before an ECG?,medical_query,{}
Cancel my  appointment for in two days,cancel_test,{'TIME': 'in two days'}
I want to book a cholesterol test for  April 10th,book_test,"{'TEST_TYPE': 'cholesterol test', 'DATE': 'April 10th'}"
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Cancel my ultrasound appointment for next month March 5th,cancel_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'next month', 'DATE': 'March 5th'}"
What should I wear for an X-ray?,medical_query,{}
I want to book a CT scan for next week August 30th,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next week', 'DATE': 'August 30th'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I want to book a thyroid test for night August 30th,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'night', 'DATE': 'August 30th'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a X-ray for evening July 15th,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'evening', 'DATE': 'July 15th'}"
I want to book a ultrasound for  March 5th,book_test,"{'TEST_TYPE': 'ultrasound', 'DATE': 'March 5th'}"
I want to book a X-ray for next month,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I want to book a MRI for morning July 15th,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'morning', 'DATE': 'July 15th'}"
Retrieve my discharge summary from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'discharge summary', 'DATE': 'June 21st'}"
Cancel my  appointment for,cancel_test,{}
I want to book a CT scan for,book_test,{'TEST_TYPE': 'CT scan'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a cholesterol test for in two days April 10th,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'in two days', 'DATE': 'April 10th'}"
I want to book a thyroid test for tomorrow,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'tomorrow'}"
I want to book a blood test for tomorrow April 10th,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'tomorrow', 'DATE': 'April 10th'}"
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my X-ray report from September 2nd,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'September 2nd'}"
Should I fast before my blood test?,medical_query,{}
Can I take my medications before an ECG?,medical_query,{}
What should I wear for an X-ray?,medical_query,{}
Cancel my blood test appointment for morning March 5th,cancel_test,"{'TEST_TYPE': 'blood test', 'TIME': 'morning', 'DATE': 'March 5th'}"
I want to book a blood test for in two days June 21st,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'in two days', 'DATE': 'June 21st'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Retrieve my discharge summary from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'discharge summary', 'DATE': 'July 15th'}"
Cancel my  appointment for in two days September 2nd,cancel_test,"{'TIME': 'in two days', 'DATE': 'September 2nd'}"
Is an ultrasound painful?,medical_query,{}
Retrieve my blood test results from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'July 15th'}"
I want to book a blood test for evening August 30th,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'evening', 'DATE': 'August 30th'}"
Cancel my  appointment for afternoon,cancel_test,{'TIME': 'afternoon'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
What should I wear for an X-ray?,medical_query,{}
Cancel my blood test appointment for afternoon July 15th,cancel_test,"{'TEST_TYPE': 'blood test', 'TIME': 'afternoon', 'DATE': 'July 15th'}"
Retrieve my MRI scan from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'June 21st'}"
Retrieve my X-ray report from September 2nd,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'September 2nd'}"
Cancel my  appointment for  June 21st,cancel_test,{'DATE': 'June 21st'}
Cancel my  appointment for tomorrow,cancel_test,{'TIME': 'tomorrow'}
Cancel my MRI appointment for morning,cancel_test,"{'TEST_TYPE': 'MRI', 'TIME': 'morning'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Cancel my  appointment for next month,cancel_test,{'TIME': 'next month'}
I want to book a CT scan for,book_test,{'TEST_TYPE': 'CT scan'}
Cancel my cholesterol test appointment for morning September 2nd,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'morning', 'DATE': 'September 2nd'}"
I want to book a ultrasound for  March 5th,book_test,"{'TEST_TYPE': 'ultrasound', 'DATE': 'March 5th'}"
I want to book a X-ray for evening March 5th,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'evening', 'DATE': 'March 5th'}"
I want to book a blood test for  July 15th,book_test,"{'TEST_TYPE': 'blood test', 'DATE': 'July 15th'}"
How long does a CT scan take?,medical_query,{}
Is it safe to eat before a cholesterol test?,medical_query,{}
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a thyroid test for morning June 21st,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'morning', 'DATE': 'June 21st'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
