query,intent,entities
Schedule a blood test for this Friday.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'this Friday'}"
I need to cancel my ECG on day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Interpret my ECG report results.,analyze_report,{'REPORT_TYPE': 'ECG report'}
"Here is my CT scan report, please store it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
Can I get my X-ray report from on 10th February?,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on 10th February'}"
Please arrange a X-ray test today.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'today'}"
I need to cancel my X-ray on this Friday.,cancel_test,{'TIME': 'this Friday'}
Interpret my blood report results.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my ultrasound report, please store it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
I need my CT scan report from last month.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last month'}"
Please arrange a ECG test tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'tomorrow'}"
I need to cancel my CT scan on last Monday.,cancel_test,{'TIME': 'last Monday'}
What does my X-ray report say?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
Can I upload my X-ray report?,upload_record,{'REPORT_TYPE': 'X-ray report'}
Fetch my blood report.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'yesterday'}"
Need a ultrasound scheduled on 15th March.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'on 15th March'}"
Please remove my appointment this Friday.,cancel_test,{'TIME': 'this Friday'}
Can you analyze my MRI report?,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my ECG report, please store it.",upload_record,{'REPORT_TYPE': 'ECG report'}
Fetch my CT scan report.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'on 10th February'}"
Can I get a ECG next month?,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
Cancel my MRI scheduled last Monday.,cancel_test,{'TIME': 'last Monday'}
Can you analyze my X-ray report?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Here is my MRI report, please store it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Fetch my ECG report.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last month'}"
I want to book a CT scan appointment tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'tomorrow'}"
Can you cancel my test day after tomorrow?,cancel_test,{'TIME': 'day after tomorrow'}
Interpret my ultrasound report results.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Can I upload my CT scan report?,upload_record,{'REPORT_TYPE': 'CT scan report'}
Can I get my ECG report from on 10th February?,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on 10th February'}"
Can I get a blood test on 15th March?,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'on 15th March'}"
Cancel my CT scan scheduled this Friday.,cancel_test,{'TIME': 'this Friday'}
Give me insights on my CT scan report.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
"Here is my X-ray report, please store it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
Fetch my blood report.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on March 5th'}"
Please arrange a X-ray test on 15th March.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'on 15th March'}"
Can you cancel my test tomorrow?,cancel_test,{'TIME': 'tomorrow'}
What does my ECG report say?,analyze_report,{'REPORT_TYPE': 'ECG report'}
"Uploading CT scan report, please process it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
Fetch my MRI report.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'yesterday'}"
Schedule a MRI for day after tomorrow.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'day after tomorrow'}"
I need to cancel my ECG on tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Check my ECG report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ECG report'}
Save my X-ray report to my records.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my X-ray report for on March 5th.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on March 5th'}"
I need a ultrasound on this Friday.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'this Friday'}"
I won't be available for my MRI test last Monday.,cancel_test,{'TIME': 'last Monday'}
What does my blood report say?,analyze_report,{'REPORT_TYPE': 'blood report'}
"Uploading X-ray report, please process it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
I need my blood report from last week.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'last week'}"
Need a ultrasound scheduled today.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'today'}"
Please remove my appointment tomorrow.,cancel_test,{'TIME': 'tomorrow'}
What does my MRI report say?,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Uploading ultrasound report, please process it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
I need my ultrasound report from yesterday.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'yesterday'}"
Can I get a CT scan day after tomorrow?,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'day after tomorrow'}"
Cancel my CT scan scheduled tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Can you analyze my MRI report?,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my MRI report.,upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my X-ray report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on 10th February'}"
I need a ECG on last Monday.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'last Monday'}"
I need to cancel my ECG on last Monday.,cancel_test,{'TIME': 'last Monday'}
Check my CT scan report and provide feedback.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my X-ray report for last month.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last month'}"
I need a ultrasound on tomorrow.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'tomorrow'}"
Cancel my ultrasound scheduled today.,cancel_test,{'TIME': 'today'}
What does my X-ray report say?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
Save my blood report to my records.,upload_record,{'REPORT_TYPE': 'blood report'}
Find my ultrasound report recorded on on March 5th.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on March 5th'}"
Schedule a X-ray for last Monday.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'last Monday'}"
I won't be available for my blood test test day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Give me insights on my ultrasound report.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Can I get my ultrasound report from last month?,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last month'}"
Need a blood test scheduled next week.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'next week'}"
Can you cancel my test this Friday?,cancel_test,{'TIME': 'this Friday'}
Give me insights on my X-ray report.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
I need my X-ray report from on 10th February.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on 10th February'}"
I want to book a blood test appointment this Friday.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'this Friday'}"
Cancel my CT scan scheduled next week.,cancel_test,{'TIME': 'next week'}
Check my ultrasound report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Fetch my X-ray report.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on 10th February'}"
Can I get a blood test day after tomorrow?,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'day after tomorrow'}"
Can you cancel my test this Friday?,cancel_test,{'TIME': 'this Friday'}
Check my blood report and provide feedback.,analyze_report,{'REPORT_TYPE': 'blood report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Retrieve my X-ray report for on March 5th.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on March 5th'}"
I want to book a ultrasound appointment day after tomorrow.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'day after tomorrow'}"
Can you cancel my test last Monday?,cancel_test,{'TIME': 'last Monday'}
Give me insights on my X-ray report.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Here is my blood report, please store it.",upload_record,{'REPORT_TYPE': 'blood report'}
Find my X-ray report recorded on on March 5th.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on March 5th'}"
I want to book a CT scan appointment next month.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next month'}"
Please remove my appointment this Friday.,cancel_test,{'TIME': 'this Friday'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my MRI report, please store it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Find my CT scan report recorded on yesterday.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'yesterday'}"
Please arrange a X-ray test last Monday.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'last Monday'}"
Cancel my X-ray scheduled today.,cancel_test,{'TIME': 'today'}
Check my blood report and provide feedback.,analyze_report,{'REPORT_TYPE': 'blood report'}
Can I upload my ECG report?,upload_record,{'REPORT_TYPE': 'ECG report'}
Can I get my MRI report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'yesterday'}"
I want to book a ECG appointment next month.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
Cancel my X-ray scheduled on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Interpret my blood report results.,analyze_report,{'REPORT_TYPE': 'blood report'}
Save my MRI report to my records.,upload_record,{'REPORT_TYPE': 'MRI report'}
I need my ECG report from last week.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last week'}"
I want to book a X-ray appointment last Monday.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'last Monday'}"
Please remove my appointment on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Give me insights on my ECG report.,analyze_report,{'REPORT_TYPE': 'ECG report'}
I want to upload my ECG report.,upload_record,{'REPORT_TYPE': 'ECG report'}
Retrieve my CT scan report for last month.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last month'}"
Can I get a ECG next month?,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
Can you cancel my test tomorrow?,cancel_test,{'TIME': 'tomorrow'}
Give me insights on my ECG report.,analyze_report,{'REPORT_TYPE': 'ECG report'}
I want to upload my MRI report.,upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my ECG report for last week.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last week'}"
Need a CT scan scheduled tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'tomorrow'}"
I need to cancel my CT scan on day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Can you analyze my MRI report?,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Uploading CT scan report, please process it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
Find my MRI report recorded on on March 5th.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'on March 5th'}"
Please arrange a ultrasound test tomorrow.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'tomorrow'}"
I need to cancel my MRI on tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Interpret my X-ray report results.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Uploading X-ray report, please process it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
Can I get my ECG report from on 10th February?,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on 10th February'}"
I want to book a ECG appointment this Friday.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'this Friday'}"
I won't be available for my blood test test today.,cancel_test,{'TIME': 'today'}
Can you analyze my ultrasound report?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Save my ultrasound report to my records.,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Fetch my X-ray report.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'yesterday'}"
Please arrange a blood test test this Friday.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'this Friday'}"
I won't be available for my X-ray test next week.,cancel_test,{'TIME': 'next week'}
Give me insights on my ECG report.,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my ECG report?,upload_record,{'REPORT_TYPE': 'ECG report'}
I need my CT scan report from last week.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last week'}"
Schedule a ECG for this Friday.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'this Friday'}"
Cancel my blood test scheduled on 15th March.,cancel_test,{'TIME': 'on 15th March'}
What does my MRI report say?,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my blood report, please store it.",upload_record,{'REPORT_TYPE': 'blood report'}
Fetch my ultrasound report.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on 10th February'}"
Please arrange a X-ray test on 15th March.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'on 15th March'}"
Please remove my appointment tomorrow.,cancel_test,{'TIME': 'tomorrow'}
What does my ECG report say?,analyze_report,{'REPORT_TYPE': 'ECG report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my X-ray report for yesterday.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'yesterday'}"
I need a ultrasound on next week.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'next week'}"
I need to cancel my ultrasound on today.,cancel_test,{'TIME': 'today'}
What does my CT scan report say?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Can I upload my X-ray report?,upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my blood report for last week.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'last week'}"
I need a ECG on last Monday.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'last Monday'}"
I need to cancel my MRI on day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Check my blood report and provide feedback.,analyze_report,{'REPORT_TYPE': 'blood report'}
Save my MRI report to my records.,upload_record,{'REPORT_TYPE': 'MRI report'}
Find my MRI report recorded on last week.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'last week'}"
Need a X-ray scheduled next week.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next week'}"
Cancel my MRI scheduled next week.,cancel_test,{'TIME': 'next week'}
Interpret my MRI report results.,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Uploading ultrasound report, please process it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Fetch my CT scan report.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'yesterday'}"
I want to book a ultrasound appointment today.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'today'}"
Please remove my appointment tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Can you analyze my X-ray report?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Uploading ultrasound report, please process it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Find my blood report recorded on on 10th February.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on 10th February'}"
Need a ECG scheduled day after tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'day after tomorrow'}"
Please remove my appointment next month.,cancel_test,{'TIME': 'next month'}
Interpret my MRI report results.,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my CT scan report, please store it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
Find my ECG report recorded on last week.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last week'}"
I want to book a X-ray appointment next month.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month'}"
I need to cancel my MRI on last Monday.,cancel_test,{'TIME': 'last Monday'}
Interpret my MRI report results.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Can I upload my blood report?,upload_record,{'REPORT_TYPE': 'blood report'}
Can I get my X-ray report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'yesterday'}"
Need a CT scan scheduled day after tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'day after tomorrow'}"
I need to cancel my blood test on day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Check my X-ray report and provide feedback.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
Save my CT scan report to my records.,upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my X-ray report from yesterday.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'yesterday'}"
Need a blood test scheduled next month.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'next month'}"
Please remove my appointment next month.,cancel_test,{'TIME': 'next month'}
Can you analyze my CT scan report?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Save my ECG report to my records.,upload_record,{'REPORT_TYPE': 'ECG report'}
Can I get my X-ray report from on 10th February?,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on 10th February'}"
